ID,Title,Category,CaseType,Difficulty,RiskLevel,Duration(Days),Background,Solution,Outcome,Phase_Details
2616,"[채무 도피자] 부산 Haeundae 604호 사건 해결","","","중","",,"20년 전 헤어진 친형제와 연락이 닿기를 희망함. 남아있는 정보는 오래된 주소와 사진 한 장뿐임.","실종 지점 주변 CCTV 50여 개소 정밀 판독 및 탐문 수사. 대중교통 이용 기록 조회.","부산에 거주 중인 형제와의 극적인 상봉 주선. 20년 만의 가족 재회 성사.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (11days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (5days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (1days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2617,"[설계도면 밀반출] 인천 Songdo 605호 사건 해결","","","중","",,"연구소 보안 구역 출입 기록에서 야간 및 휴일에 비인가 접속 시도가 다수 발견됨. 대용량 데이터 전송 로그 확인.","퇴사 예정자에 대한 보안 인터뷰 진행 및 은밀한 미행을 통해 경쟁사 접선 현장 채증.","유출 시도 직전 공항에서 용의자 신병 확보 및 노트북 압수. 기술 유출 100% 차단 성공.","[Phase 1] 보안 로그 분석 (4days)
null

  - [File] 접속 기록 분석서
  - [File] 데이터 전송 로그

[Phase 1] 대상자 모니터링 (8days)
null

  - [File] 동선 보고서
  - [File] 통신 내용 요약

[Phase 1] 유출 경로 차단 (6days)
null

  - [File] 네트워크 차단 조치
  - [File] 현장 검거 영상

[Phase 1] 피해 복구 및 인증 (10days)
null

  - [File] 기술 가치 평가서
  - [File] 재발 방지 대책"
2618,"[설계도면 밀반출] 부산 Haeundae 606호 사건 해결","","","상","",,"협력업체를 통해 핵심 공정 기술이 제3국으로 유출되고 있다는 첩보 입수. 국가 핵심 기술에 해당하여 긴급 대응 필요.","퇴사 예정자에 대한 보안 인터뷰 진행 및 은밀한 미행을 통해 경쟁사 접선 현장 채증.","경쟁사로 넘어간 설계도면 파일의 원본 해시값을 대조하여 저작권법 위반 입증. 경쟁사 압수수색 유도.","[Phase 1] 보안 로그 분석 (4days)
null

  - [File] 접속 기록 분석서
  - [File] 데이터 전송 로그

[Phase 1] 대상자 모니터링 (8days)
null

  - [File] 동선 보고서
  - [File] 통신 내용 요약

[Phase 1] 유출 경로 차단 (5days)
null

  - [File] 네트워크 차단 조치
  - [File] 현장 검거 영상

[Phase 1] 피해 복구 및 인증 (11days)
null

  - [File] 기술 가치 평가서
  - [File] 재발 방지 대책"
2619,"[상간자 신원 파악] 인천 Songdo 607호 사건 해결","","","중","",,"배우자가 세컨드 폰을 사용하는 것을 우연히 목격함. 이후 생활비 지출 내역이 불투명하고 대화가 단절됨.","상간자의 주거지 및 근무지 파악, 실명 및 연락처 확보하여 위자료 청구 소송의 피고 특정.","예비 배우자의 심각한 채무 불이행 및 전과 사실 확인. 의뢰인이 파혼을 결정하여 더 큰 불행을 예방함.","[Phase 1] 기초 정보 분석 (2days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (8days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (2days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2620,"[가출 청소년] 부산 Haeundae 608호 사건 해결","","","중","",,"수억 원의 계주가 곗돈을 들고 야반도주함. 휴대폰은 꺼져 있고 연고지와 모든 연락을 끊고 잠적.","과거 주소지의 폐쇄 등기부 등본 역추적 및 동네 원로 주민 탐문. 행정기관 협조 공문 발송(합법적 절차).","부산에 거주 중인 형제와의 극적인 상봉 주선. 20년 만의 가족 재회 성사.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (11days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (5days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (2days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2621,"[양육권 분쟁] 경기 Pangyo 609호 사건 해결","","","중","",,"결혼을 앞둔 예비 배우자의 과거 이력과 재정 상태에 대한 의구심이 들어 확인을 요청함.","차량 이동 경로 분석 및 2인 1조 현장 잠복근무 실시. 숙박업소 출입 및 상간자와의 신체 접촉 장면 확보(법적 허용 범위 내).","부정행위의 결정적 증거(사진, 영상) 5건 확보. 이혼 소송에서 의뢰인에게 전적으로 유리한 조정 성립.","[Phase 1] 기초 정보 분석 (2days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (7days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (3days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2622,"[회계 부 정] 부산 Haeundae 610호 사건 해결","","","중","",,"사내 익명 게시판을 통해 회계팀장의 자금 유용 의혹이 제기됨. 재무제표 상 특정 거래처와의 반복적 현금 흐름이 이상 징후로 포착됨.","핵심 용의자의 이메일 아카이빙 데이터 복구 및 사내 메신저 로그 분석으로 공범 관계 파악.","유출된 자본의 흐름을 동결하고, 해외 은닉 재산에 대한 가압류 처분 성공.","[Phase 1] 비밀 감사 착수 (6days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (16days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2623,"[법인카드 유용] 대구 Suseong 611호 사건 해결","","","중","",,"퇴사한 임원이 경쟁사로 이직하며 회사 자금을 개인 계좌로 빼돌린 정황 포착. 즉각적인 증거 보전이 필요한 상황.","해외 계좌 추적을 위해 현지 파트너 탐정사와 공조. 유령 회사(Paper Company)의 실소유주를 파악하기 위해 등기부 추적.","비자금 조성 루트의 전체 구조도 파악. 이사회 보고 후 해당 임원 해임 및 민사 소송 승소.","[Phase 1] 비밀 감사 착수 (6days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (15days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2624,"[회계 부 정] 제주 Jeju City 612호 사건 해결","","","하","",,"사내 익명 게시판을 통해 회계팀장의 자금 유용 의혹이 제기됨. 재무제표 상 특정 거래처와의 반복적 현금 흐름이 이상 징후로 포착됨.","해외 계좌 추적을 위해 현지 파트너 탐정사와 공조. 유령 회사(Paper Company)의 실소유주를 파악하기 위해 등기부 추적.","총 35억 원 규모의 횡령 사실 입증 및 전액 환수 조치 완료. 관련자 3명 형사 고발.","[Phase 1] 비밀 감사 착수 (5days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (11days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (16days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2625,"[상간자 신원 파악] 대구 Suseong 613호 사건 해결","","","하","",,"결혼을 앞둔 예비 배우자의 과거 이력과 재정 상태에 대한 의구심이 들어 확인을 요청함.","상간자의 주거지 및 근무지 파악, 실명 및 연락처 확보하여 위자료 청구 소송의 피고 특정.","상간자 위자료 청구 소송 승소 및 재산 분할 비율 7:3 달성. 양육권 확보 성공.","[Phase 1] 기초 정보 분석 (2days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (7days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (2days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2626,"[자금 횡령] 인천 Songdo 614호 사건 해결","","","상","",,"사내 익명 게시판을 통해 회계팀장의 자금 유용 의혹이 제기됨. 재무제표 상 특정 거래처와의 반복적 현금 흐름이 이상 징후로 포착됨.","해외 계좌 추적을 위해 현지 파트너 탐정사와 공조. 유령 회사(Paper Company)의 실소유주를 파악하기 위해 등기부 추적.","총 35억 원 규모의 횡령 사실 입증 및 전액 환수 조치 완료. 관련자 3명 형사 고발.","[Phase 1] 비밀 감사 착수 (5days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (16days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2627,"[이혼 소송 자료] 대전 Yuseong 615호 사건 해결","","","상","",,"결혼 10년 차 배우자의 잦은 야근과 주말 골프 모임이 의심됨. 차량 내 블랙박스 영상이 주기적으로 삭제되는 상황.","SNS 및 오픈소스 정보(OSINT)를 활용하여 대상자의 과거 행적과 교우 관계를 교차 검증.","상간자 위자료 청구 소송 승소 및 재산 분할 비율 7:3 달성. 양육권 확보 성공.","[Phase 1] 기초 정보 분석 (3days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (8days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (3days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2628,"[장기 실종자] 경기 Pangyo 616호 사건 해결","","","중","",,"20년 전 헤어진 친형제와 연락이 닿기를 희망함. 남아있는 정보는 오래된 주소와 사진 한 장뿐임.","과거 주소지의 폐쇄 등기부 등본 역추적 및 동네 원로 주민 탐문. 행정기관 협조 공문 발송(합법적 절차).","지방 소도시 낚시터에 은신 중이던 채무자 소재 파악. 채권단과 동행하여 지불 각서 징구 성공.","[Phase 1] 단서 수집 및 분석 (4days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (11days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (6days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (1days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2629,"[외도 증거 수집] 경기 Pangyo 617호 사건 해결","","","하","",,"결혼을 앞둔 예비 배우자의 과거 이력과 재정 상태에 대한 의구심이 들어 확인을 요청함.","SNS 및 오픈소스 정보(OSINT)를 활용하여 대상자의 과거 행적과 교우 관계를 교차 검증.","부정행위의 결정적 증거(사진, 영상) 5건 확보. 이혼 소송에서 의뢰인에게 전적으로 유리한 조정 성립.","[Phase 1] 기초 정보 분석 (3days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (7days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (2days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2630,"[양육권 분쟁] 제주 Jeju City 618호 사건 해결","","","상","",,"배우자가 세컨드 폰을 사용하는 것을 우연히 목격함. 이후 생활비 지출 내역이 불투명하고 대화가 단절됨.","상간자의 주거지 및 근무지 파악, 실명 및 연락처 확보하여 위자료 청구 소송의 피고 특정.","상간자 위자료 청구 소송 승소 및 재산 분할 비율 7:3 달성. 양육권 확보 성공.","[Phase 1] 기초 정보 분석 (3days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (8days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (3days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2631,"[법인카드 유용] 대구 Suseong 619호 사건 해결","","","상","",,"퇴사한 임원이 경쟁사로 이직하며 회사 자금을 개인 계좌로 빼돌린 정황 포착. 즉각적인 증거 보전이 필요한 상황.","해외 계좌 추적을 위해 현지 파트너 탐정사와 공조. 유령 회사(Paper Company)의 실소유주를 파악하기 위해 등기부 추적.","비자금 조성 루트의 전체 구조도 파악. 이사회 보고 후 해당 임원 해임 및 민사 소송 승소.","[Phase 1] 비밀 감사 착수 (5days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (16days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (7days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2632,"[비자금 조성] 대전 Yuseong 620호 사건 해결","","","중","",,"해외 지사 설립 과정에서 승인되지 않은 거액의 자금이 송금된 정황 발견. 내부 감사가 비밀리에 착수됨.","해외 계좌 추적을 위해 현지 파트너 탐정사와 공조. 유령 회사(Paper Company)의 실소유주를 파악하기 위해 등기부 추적.","유출된 자본의 흐름을 동결하고, 해외 은닉 재산에 대한 가압류 처분 성공.","[Phase 1] 비밀 감사 착수 (6days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (11days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (15days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (7days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2633,"[비자금 조성] 대전 Yuseong 621호 사건 해결","","","상","",,"퇴사한 임원이 경쟁사로 이직하며 회사 자금을 개인 계좌로 빼돌린 정황 포착. 즉각적인 증거 보전이 필요한 상황.","핵심 용의자의 이메일 아카이빙 데이터 복구 및 사내 메신저 로그 분석으로 공범 관계 파악.","총 35억 원 규모의 횡령 사실 입증 및 전액 환수 조치 완료. 관련자 3명 형사 고발.","[Phase 1] 비밀 감사 착수 (5days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (11days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (15days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (7days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2634,"[가출 청소년] 제주 Jeju City 622호 사건 해결","","","중","",,"치매를 앓고 있는 70대 노부모가 집을 나간 후 48시간째 연락 두절. 골든타임이 얼마 남지 않은 긴급 상황.","도피자의 은닉 차량 번호판 수배 시스템 등록(LIRA 파트너십) 및 신용카드 사용 패턴이 아닌 '포인트 적립' 등 사소한 흔적 추적.","지방 소도시 낚시터에 은신 중이던 채무자 소재 파악. 채권단과 동행하여 지불 각서 징구 성공.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (10days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (6days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (1days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2635,"[가출 청소년] 부산 Haeundae 623호 사건 해결","","","중","",,"20년 전 헤어진 친형제와 연락이 닿기를 희망함. 남아있는 정보는 오래된 주소와 사진 한 장뿐임.","도피자의 은닉 차량 번호판 수배 시스템 등록(LIRA 파트너십) 및 신용카드 사용 패턴이 아닌 '포인트 적립' 등 사소한 흔적 추적.","실종 72시간 만에 인근 야산에서 탈진 상태의 대상자 발견 및 구조. 병원 이송 조치.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (11days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (6days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (2days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2636,"[이혼 소송 자료] 대구 Suseong 624호 사건 해결","","","상","",,"결혼을 앞둔 예비 배우자의 과거 이력과 재정 상태에 대한 의구심이 들어 확인을 요청함.","SNS 및 오픈소스 정보(OSINT)를 활용하여 대상자의 과거 행적과 교우 관계를 교차 검증.","예비 배우자의 심각한 채무 불이행 및 전과 사실 확인. 의뢰인이 파혼을 결정하여 더 큰 불행을 예방함.","[Phase 1] 기초 정보 분석 (2days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (7days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (3days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2637,"[회계 부 정] 제주 Jeju City 625호 사건 해결","","","하","",,"퇴사한 임원이 경쟁사로 이직하며 회사 자금을 개인 계좌로 빼돌린 정황 포착. 즉각적인 증거 보전이 필요한 상황.","해외 계좌 추적을 위해 현지 파트너 탐정사와 공조. 유령 회사(Paper Company)의 실소유주를 파악하기 위해 등기부 추적.","비자금 조성 루트의 전체 구조도 파악. 이사회 보고 후 해당 임원 해임 및 민사 소송 승소.","[Phase 1] 비밀 감사 착수 (6days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (16days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (7days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2638,"[회계 부 정] 대전 Yuseong 626호 사건 해결","","","중","",,"사내 익명 게시판을 통해 회계팀장의 자금 유용 의혹이 제기됨. 재무제표 상 특정 거래처와의 반복적 현금 흐름이 이상 징후로 포착됨.","핵심 용의자의 이메일 아카이빙 데이터 복구 및 사내 메신저 로그 분석으로 공범 관계 파악.","비자금 조성 루트의 전체 구조도 파악. 이사회 보고 후 해당 임원 해임 및 민사 소송 승소.","[Phase 1] 비밀 감사 착수 (6days)
null

  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
null

  - [File] 서버 포렌식 리포트
  - [File] 이메일 복구 자료

[Phase 1] 자금 흐름 추적 (16days)
null

  - [File] 계좌 추적도
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
null

  - [File] 소송 증거 책자
  - [File] 피해 규모 산정서"
2639,"[가출 청소년] 부산 Haeundae 627호 사건 해결","","","하","",,"수억 원의 계주가 곗돈을 들고 야반도주함. 휴대폰은 꺼져 있고 연고지와 모든 연락을 끊고 잠적.","실종 지점 주변 CCTV 50여 개소 정밀 판독 및 탐문 수사. 대중교통 이용 기록 조회.","실종 72시간 만에 인근 야산에서 탈진 상태의 대상자 발견 및 구조. 병원 이송 조치.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (11days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (5days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (1days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2640,"[채무 도피자] 대전 Yuseong 628호 사건 해결","","","중","",,"수억 원의 계주가 곗돈을 들고 야반도주함. 휴대폰은 꺼져 있고 연고지와 모든 연락을 끊고 잠적.","도피자의 은닉 차량 번호판 수배 시스템 등록(LIRA 파트너십) 및 신용카드 사용 패턴이 아닌 '포인트 적립' 등 사소한 흔적 추적.","실종 72시간 만에 인근 야산에서 탈진 상태의 대상자 발견 및 구조. 병원 이송 조치.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (10days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (5days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (2days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2641,"[설계도면 밀반출] 제주 Jeju City 629호 사건 해결","","","하","",,"신제품 출시를 앞두고 경쟁사가 흡사한 특허를 출원함. 내부 개발팀 핵심 인원 2명의 최근 동향이 수상함.","연구소 내 네트워크 패킷 감청을 통해 외부 서버로의 데이터 업로드 패턴 분석. 이동식 저장매체(USB) 사용 이력 추적.","경쟁사로 넘어간 설계도면 파일의 원본 해시값을 대조하여 저작권법 위반 입증. 경쟁사 압수수색 유도.","[Phase 1] 보안 로그 분석 (3days)
null

  - [File] 접속 기록 분석서
  - [File] 데이터 전송 로그

[Phase 1] 대상자 모니터링 (8days)
null

  - [File] 동선 보고서
  - [File] 통신 내용 요약

[Phase 1] 유출 경로 차단 (6days)
null

  - [File] 네트워크 차단 조치
  - [File] 현장 검거 영상

[Phase 1] 피해 복구 및 인증 (11days)
null

  - [File] 기술 가치 평가서
  - [File] 재발 방지 대책"
2642,"[장기 실종자] 인천 Songdo 630호 사건 해결","","","상","",,"수억 원의 계주가 곗돈을 들고 야반도주함. 휴대폰은 꺼져 있고 연고지와 모든 연락을 끊고 잠적.","실종 지점 주변 CCTV 50여 개소 정밀 판독 및 탐문 수사. 대중교통 이용 기록 조회.","부산에 거주 중인 형제와의 극적인 상봉 주선. 20년 만의 가족 재회 성사.","[Phase 1] 단서 수집 및 분석 (3days)
null

  - [File] 예상 이동 경로도
  - [File] 탐문 기록지

[Phase 1] 현장 수색 및 추적 (10days)
null

  - [File] 탐색 구역 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 접촉 (6days)
null

  - [File] 소재지 확인 사진
  - [File] 대상자 상태 보고

[Phase 1] 가족 인계/종결 (1days)
null

  - [File] 인계 확인서
  - [File] 종결 보고서"
2643,"[기술 유출] 부산 Haeundae 631호 사건 해결","","","상","",,"연구소 보안 구역 출입 기록에서 야간 및 휴일에 비인가 접속 시도가 다수 발견됨. 대용량 데이터 전송 로그 확인.","연구소 내 네트워크 패킷 감청을 통해 외부 서버로의 데이터 업로드 패턴 분석. 이동식 저장매체(USB) 사용 이력 추적.","경쟁사로 넘어간 설계도면 파일의 원본 해시값을 대조하여 저작권법 위반 입증. 경쟁사 압수수색 유도.","[Phase 1] 보안 로그 분석 (3days)
null

  - [File] 접속 기록 분석서
  - [File] 데이터 전송 로그

[Phase 1] 대상자 모니터링 (8days)
null

  - [File] 동선 보고서
  - [File] 통신 내용 요약

[Phase 1] 유출 경로 차단 (5days)
null

  - [File] 네트워크 차단 조치
  - [File] 현장 검거 영상

[Phase 1] 피해 복구 및 인증 (10days)
null

  - [File] 기술 가치 평가서
  - [File] 재발 방지 대책"
2644,"[상간자 신원 파악] 경기 Pangyo 632호 사건 해결","","","중","",,"결혼을 앞둔 예비 배우자의 과거 이력과 재정 상태에 대한 의구심이 들어 확인을 요청함.","SNS 및 오픈소스 정보(OSINT)를 활용하여 대상자의 과거 행적과 교우 관계를 교차 검증.","부정행위의 결정적 증거(사진, 영상) 5건 확보. 이혼 소송에서 의뢰인에게 전적으로 유리한 조정 성립.","[Phase 1] 기초 정보 분석 (3days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (7days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (3days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (3days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
2645,"[설계도면 밀반출] 대전 Yuseong 633호 사건 해결","","","상","",,"연구소 보안 구역 출입 기록에서 야간 및 휴일에 비인가 접속 시도가 다수 발견됨. 대용량 데이터 전송 로그 확인.","퇴사 예정자에 대한 보안 인터뷰 진행 및 은밀한 미행을 통해 경쟁사 접선 현장 채증.","유출 시도 직전 공항에서 용의자 신병 확보 및 노트북 압수. 기술 유출 100% 차단 성공.","[Phase 1] 보안 로그 분석 (4days)
null

  - [File] 접속 기록 분석서
  - [File] 데이터 전송 로그

[Phase 1] 대상자 모니터링 (7days)
null

  - [File] 동선 보고서
  - [File] 통신 내용 요약

[Phase 1] 유출 경로 차단 (6days)
null

  - [File] 네트워크 차단 조치
  - [File] 현장 검거 영상

[Phase 1] 피해 복구 및 인증 (10days)
null

  - [File] 기술 가치 평가서
  - [File] 재발 방지 대책"
2646,"[외도 증거 수집] 제주 Jeju City 634호 사건 해결","","","중","",,"배우자가 세컨드 폰을 사용하는 것을 우연히 목격함. 이후 생활비 지출 내역이 불투명하고 대화가 단절됨.","상간자의 주거지 및 근무지 파악, 실명 및 연락처 확보하여 위자료 청구 소송의 피고 특정.","부정행위의 결정적 증거(사진, 영상) 5건 확보. 이혼 소송에서 의뢰인에게 전적으로 유리한 조정 성립.","[Phase 1] 기초 정보 분석 (2days)
null

  - [File] 대상자 프로필
  - [File] 주요 동선 파악

[Phase 1] 현장 채증 활동 (7days)
null

  - [File] 증거 사진/영상
  - [File] 출입 기록

[Phase 1] 신원 특정 및 조회 (4days)
null

  - [File] 상간자 인적사항
  - [File] 재산 조회 결과

[Phase 1] 보고서 작성 (2days)
null

  - [File] 소송용 입증 자료
  - [File] 종합 보고서"
